,jan_payments,feb_payments,mar_payments,apr_payments,may_payments,jun_payments,jul_payments,aug_payments,sep_payments,oct_payments,nov_payments,dec_payments,jan_mandates,feb_mandates,mar_mandates,apr_mandates,may_mandates,jun_mandates,jul_mandates,aug_mandates,sep_mandates,oct_mandates,nov_mandates,dec_mandates,company
0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
2,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
3,3.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
4,0.0,0.0,18.0,0.0,24.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.0,14.0,11.0,8.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
5,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
6,2.0,2.0,1.0,4.0,2.0,1.0,4.0,1.0,3.0,4.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,art/cinema
7,0.0,0.0,2.0,19.0,45.0,58.0,70.0,64.0,69.0,60.0,40.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
10,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
11,0.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
12,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,2.0,4.0,accountancy
13,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,7.0,6.0,0.0,2.0,7.0,3.0,1.0,0.0,0.0,0.0,art/cinema
14,25.0,30.0,25.0,27.0,27.0,47.0,53.0,54.0,51.0,50.0,54.0,60.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,contractor
15,11.0,18.0,14.0,16.0,17.0,15.0,15.0,15.0,15.0,14.0,13.0,13.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,art/cinema
16,0.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
17,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
18,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
19,13.0,6.0,10.0,7.0,2.0,10.0,8.0,5.0,1.0,15.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
20,4.0,26.0,7.0,1.0,1.0,4.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
21,2.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
22,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
24,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,7.0,1.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,contractor
25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,art/cinema
26,2.0,0.0,1.0,7.0,1.0,5.0,2.0,0.0,9.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,contractor
27,7.0,5.0,4.0,7.0,4.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,contractor
28,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
29,2.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,6.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,art/cinema
30,2.0,4.0,4.0,6.0,5.0,5.0,6.0,4.0,4.0,5.0,5.0,4.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
31,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,7.0,7.0,2.0,3.0,accountancy
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,21.0,6.0,9.0,3.0,1.0,6.0,45.0,15.0,1.0,art/cinema
34,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,contractor
35,3.0,5.0,3.0,5.0,3.0,5.0,7.0,3.0,4.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,accountancy
36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
37,0.0,0.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
38,9.0,12.0,12.0,12.0,13.0,13.0,13.0,12.0,12.0,12.0,12.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
39,0.0,4.0,6.0,9.0,8.0,10.0,5.0,4.0,3.0,6.0,10.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
42,5.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,8.0,7.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,contractor
43,1.0,10.0,1.0,1.0,20.0,4.0,4.0,0.0,4.0,10.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
44,98.0,87.0,64.0,121.0,92.0,71.0,83.0,81.0,85.0,73.0,71.0,51.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,6.0,9.0,2.0,3.0,accountancy
45,2.0,10.0,12.0,8.0,7.0,6.0,3.0,14.0,14.0,9.0,14.0,4.0,2.0,8.0,17.0,17.0,19.0,27.0,29.0,22.0,30.0,20.0,27.0,14.0,accountancy
46,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,5.0,3.0,art/cinema
47,261.0,265.0,352.0,282.0,283.0,438.0,317.0,325.0,398.0,434.0,368.0,404.0,20.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,1.0,art/cinema
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
49,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
51,5.0,6.0,6.0,6.0,5.0,5.0,6.0,8.0,6.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,accountancy
52,3.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
53,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
54,24.0,25.0,24.0,25.0,26.0,26.0,26.0,28.0,27.0,26.0,25.0,24.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
55,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,accountancy
57,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,4.0,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
58,2.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
59,0.0,16.0,20.0,16.0,15.0,15.0,15.0,16.0,18.0,16.0,16.0,16.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,contractor
60,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
61,97.0,107.0,115.0,123.0,122.0,137.0,130.0,137.0,149.0,153.0,143.0,140.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,accountancy
62,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
63,0.0,1.0,3.0,5.0,8.0,9.0,11.0,13.0,14.0,16.0,15.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
64,3.0,4.0,4.0,3.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,2.0,0.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,accountancy
65,17.0,7.0,10.0,5.0,4.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,art/cinema
66,4.0,14.0,20.0,24.0,24.0,25.0,30.0,22.0,26.0,28.0,31.0,36.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
67,9.0,8.0,9.0,8.0,9.0,8.0,9.0,8.0,9.0,10.0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,accountancy
68,21.0,2.0,2.0,2.0,2.0,2.0,2.0,13.0,84.0,31.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,art/cinema
69,4.0,7.0,13.0,11.0,12.0,12.0,13.0,23.0,24.0,28.0,26.0,26.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
70,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
71,1.0,8.0,8.0,5.0,0.0,0.0,0.0,2.0,8.0,19.0,17.0,15.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,art/cinema
72,13.0,13.0,11.0,12.0,10.0,8.0,9.0,10.0,9.0,9.0,10.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,art/cinema
73,7.0,8.0,7.0,4.0,0.0,0.0,0.0,1.0,4.0,16.0,10.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
74,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,contractor
75,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
76,35.0,38.0,11.0,71.0,35.0,1.0,54.0,1.0,49.0,115.0,21.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
77,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,art/cinema
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
79,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
80,5.0,5.0,3.0,5.0,5.0,4.0,6.0,4.0,6.0,5.0,3.0,5.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,art/cinema
81,3.0,2.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,5.0,4.0,7.0,7.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,accountancy
82,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,art/cinema
83,88.0,86.0,49.0,133.0,89.0,47.0,125.0,49.0,85.0,125.0,57.0,126.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,art/cinema
84,3.0,5.0,5.0,18.0,13.0,19.0,27.0,29.0,22.0,29.0,36.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,art/cinema
85,11.0,11.0,10.0,11.0,13.0,13.0,15.0,15.0,16.0,18.0,18.0,19.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,art/cinema
86,0.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,accountancy
87,0.0,0.0,1.0,2.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,7.0,25.0,7.0,8.0,3.0,contractor
88,2.0,3.0,0.0,5.0,1.0,0.0,3.0,0.0,1.0,6.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
89,51.0,49.0,49.0,26.0,0.0,0.0,13.0,10.0,36.0,57.0,76.0,76.0,0.0,0.0,0.0,1.0,1.0,5.0,7.0,9.0,7.0,2.0,5.0,5.0,accountancy
90,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
91,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
92,5.0,8.0,12.0,17.0,14.0,12.0,13.0,10.0,9.0,9.0,9.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
93,6.0,28.0,28.0,46.0,24.0,22.0,23.0,22.0,25.0,24.0,29.0,28.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
95,0.0,0.0,0.0,5.0,4.0,3.0,7.0,4.0,5.0,6.0,4.0,6.0,0.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
96,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
97,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,14.0,10.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
98,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,accountancy
99,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,contractor
100,1.0,1.0,10.0,19.0,6.0,12.0,21.0,8.0,16.0,16.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
101,29.0,30.0,43.0,33.0,48.0,47.0,34.0,3.0,40.0,40.0,51.0,36.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
102,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
103,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
104,0.0,0.0,0.0,1.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
105,281.0,208.0,266.0,188.0,235.0,278.0,137.0,18.0,291.0,227.0,310.0,142.0,1.0,1.0,0.0,1.0,4.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,accountancy
106,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
108,1.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,art/cinema
109,19.0,23.0,23.0,21.0,21.0,21.0,23.0,23.0,23.0,23.0,24.0,24.0,23.0,23.0,32.0,16.0,13.0,24.0,4.0,3.0,24.0,48.0,20.0,10.0,accountancy
110,3.0,4.0,4.0,6.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
111,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,contractor
112,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
113,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,contractor
114,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,contractor
115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
116,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
119,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
120,4.0,3.0,6.0,4.0,1.0,10.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,art/cinema
121,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,43.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
123,3.0,2.0,0.0,2.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
124,0.0,2.0,3.0,2.0,0.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
125,5.0,8.0,8.0,10.0,10.0,13.0,13.0,13.0,14.0,13.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,contractor
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
127,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
128,0.0,3.0,1.0,8.0,2.0,7.0,0.0,0.0,4.0,7.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,accountancy
129,5.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,art/cinema
130,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,accountancy
131,11.0,13.0,13.0,20.0,24.0,25.0,31.0,33.0,35.0,35.0,38.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,contractor
132,12.0,12.0,14.0,14.0,18.0,14.0,15.0,15.0,20.0,22.0,20.0,22.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,art/cinema
133,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,art/cinema
